uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
PA;316;SANTA MARIA DO PARA;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
RS;293;DOM PEDRITO;3;sábado;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Chuva;Simples;Reta;Não;false
MA;230;PASTOS BONS;3;sábado;Anoitecer;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não;true
PR;277;CURITIBA;3;domingo;Amanhecer;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Sim;false
PA;222;DOM ELISEU;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Nublado;Simples;Reta;Sim;false
SC;101;SAO JOSE;3;domingo;Pleno dia;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
PR;277;FOZ DO IGUACU;2;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MG;50;UBERABA;3;domingo;Pleno dia;Transitar no Acostamento;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Não;true
RN;304;MACAIBA;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sol;Dupla;Reta;Não;false
MG;262;JUATUBA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;false
RJ;40;DUQUE DE CAXIAS;3;sábado;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Múltipla;Curva;Sim;false
SC;282;PALHOCA;3;domingo;Pleno dia;Ingestão de álcool pelo condutor;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
BA;418;CARAVELAS;3;domingo;Amanhecer;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Simples;Reta;Não;false
MG;365;UBERLANDIA;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Interseção de Vias;Viaduto;Reta";Sim;false
RS;290;SANTO ANTONIO DA PATRULHA;3;domingo;Pleno dia;Chuva;Tombamento;Chuva;Dupla;Reta;Não;false
SC;101;PAULO LOPES;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
RJ;356;ITAPERUNA;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;Interseção de Vias;Não;false
RS;290;SAO SEPE;3;domingo;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Chuva;Simples;Reta;Não;false
MS;262;CAMPO GRANDE;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
PI;343;CAPITAO DE CAMPOS;3;domingo;Pleno dia;Ausência de reação do condutor;Derramamento de carga;Céu Claro;Simples;Reta;Não;false
MG;262;MANHUACU;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Declive;Reta";Não;false
BA;110;JEREMOABO;1;quarta-feira;Anoitecer;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Simples;"Declive;Reta";Não;false
RS;287;SANTIAGO;3;domingo;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Chuva;Simples;Interseção de Vias;Não;false
RS;290;PORTO ALEGRE;3;domingo;Pleno dia;Acumulo de água sobre o pavimento;Capotamento;Chuva;Múltipla;Reta;Não;false
SC;282;CUNHA PORA;3;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
SC;470;NAVEGANTES;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;true
SC;101;JOINVILLE;3;domingo;Pleno dia;Velocidade Incompatível;Engavetamento;Céu Claro;Dupla;Reta;Sim;false
SC;282;BOM RETIRO;3;domingo;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
PR;153;SANTO ANTONIO DA PLATINA;3;domingo;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
GO;414;CORUMBA DE GOIAS;3;domingo;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;false
RS;290;RIO PARDO;3;domingo;Pleno dia;Problema com o freio;Incêndio;Chuva;Simples;Reta;Não;false
ES;101;CARIACICA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Sim;false
RS;116;CAXIAS DO SUL;3;domingo;Pleno dia;Acumulo de óleo sobre o pavimento;Colisão com objeto;Garoa/Chuvisco;Simples;"Declive;Curva";Não;false
RJ;40;DUQUE DE CAXIAS;3;domingo;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Múltipla;Reta;Não;false
MS;163;CAMPO GRANDE;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Aclive;Reta";Não;false
RJ;40;DUQUE DE CAXIAS;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Múltipla;Reta;Sim;false
MG;356;MURIAE;3;domingo;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
SP;381;GUARULHOS;2;segunda-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
MG;381;CAMPANHA;3;domingo;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Dupla;Reta;Não;false
BA;116;VITORIA DA CONQUISTA;3;domingo;Pleno dia;Transitar no Acostamento;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim;false
RJ;101;NITEROI;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;Reta;Sim;false
SC;470;RIO DO SUL;3;domingo;Pleno dia;Transitar na contramão;Colisão frontal;Sol;Simples;Reta;Sim;false
SP;116;EMBU DAS ARTES;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
RN;110;MOSSORO;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Chuva;Simples;Reta;Sim;false
RS;448;SAPUCAIA DO SUL;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Dupla;Reta;Não;false
MG;40;ALFREDO VASCONCELOS;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão transversal;Céu Claro;Simples;Reta;Não;false
MG;40;RIBEIRAO DAS NEVES;3;domingo;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Curva;Não;false
RS;158;PEJUCARA;3;domingo;Pleno dia;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
RS;116;VACARIA;3;domingo;Pleno dia;Acumulo de água sobre o pavimento;Tombamento;Chuva;Simples;"Declive;Curva";Não;false
SP;116;PINDAMONHANGABA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MG;116;PADRE PARAISO;3;domingo;Pleno dia;Conversão proibida;Colisão traseira;Sol;Simples;Reta;Sim;false
SC;101;PENHA;3;domingo;Pleno dia;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
ES;262;DOMINGOS MARTINS;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Simples;"Declive;Reta";Não;false
SC;101;JOINVILLE;3;domingo;Pleno dia;Mal súbito do condutor;Saída de leito carroçável;Nublado;Simples;Reta;Sim;false
ES;101;SERRA;3;domingo;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Dupla;Interseção de Vias;Sim;false
SP;116;TAUBATE;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
RS;285;CASEIROS;3;domingo;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Simples;Reta;Não;false
SC;101;PALHOCA;3;domingo;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
MG;116;MURIAE;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;"Interseção de Vias;Curva";Sim;false
MS;163;BANDEIRANTES;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Interseção de Vias;Rotatória";Não;false
ES;101;SERRA;3;domingo;Anoitecer;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
SP;101;UBATUBA;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Céu Claro;Simples;Reta;Não;false
MT;163;SORRISO;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sol;Simples;"Reta;Declive";Não;false
BA;116;VITORIA DA CONQUISTA;3;domingo;Anoitecer;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Declive;Curva";Não;false
SC;101;ICARA;3;domingo;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Chuva;Dupla;Curva;Não;false
MA;222;ACAILANDIA;3;domingo;Anoitecer;Ingestão de álcool pelo condutor;Colisão com objeto;Nublado;Simples;Reta;Sim;false
SC;282;PALHOCA;3;domingo;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Reta;Sim;false
MG;381;SAO GONCALO DO SAPUCAI;3;domingo;Anoitecer;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;"Declive;Reta";Não;false
MG;116;ITAOBIM;3;domingo;Anoitecer;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim;false
SC;470;APIUNA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Simples;Reta;Não;false
RJ;116;DUQUE DE CAXIAS;3;domingo;Pleno dia;Transitar no Acostamento;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
MG;262;REDUTO;3;domingo;Pleno dia;Condutor Dormindo;Colisão com objeto;Céu Claro;Simples;Curva;Sim;false
MG;381;BETIM;3;domingo;Anoitecer;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;true
RJ;465;SEROPEDICA;3;domingo;Anoitecer;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Não;false
SC;101;ITAJAI;3;domingo;Anoitecer;Ausência de reação do condutor;Colisão transversal;Chuva;Dupla;Reta;Não;false
GO;153;ITUMBIARA;3;domingo;Pleno dia;Velocidade Incompatível;Capotamento;Sol;Dupla;"Reta;Interseção de Vias";Sim;false
RJ;116;PARACAMBI;3;domingo;Anoitecer;Chuva;Tombamento;Chuva;Dupla;Reta;Não;false
RS;386;POUSO NOVO;3;domingo;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Simples;Reta;Não;false
RJ;101;SAO GONCALO;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
PR;163;CASCAVEL;3;domingo;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Sol;Dupla;Reta;Não;false
MG;40;PARAOPEBA;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Declive";Não;false
MG;381;SANTA LUZIA;3;domingo;Plena Noite;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Céu Claro;Simples;Reta;Não;false
RR;174;BOA VISTA;1;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
PR;272;CAMPO MOURAO;3;domingo;Pleno dia;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Céu Claro;Dupla;Rotatória;Sim;false
RS;285;SAO BORJA;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
RS;290;GRAVATAI;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão traseira;Nublado;Múltipla;Reta;Não;false
SC;101;ARARANGUA;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Nublado;Múltipla;Reta;Não;false
GO;153;HIDROLANDIA;3;domingo;Anoitecer;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Declive";Sim;false
PI;343;FLORIANO;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Interseção de Vias;Rotatória;Reta";Sim;false
RJ;495;TERESOPOLIS;3;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Chuva;Simples;"Em Obras;Reta;Desvio Temporário";Sim;false
RN;405;APODI;3;domingo;Plena Noite;Ultrapassagem Indevida;Colisão frontal;Chuva;Simples;Reta;Não;true
SC;101;SAO JOSE;3;domingo;Plena Noite;Ausência de reação do condutor;Engavetamento;Chuva;Dupla;Reta;Sim;false
PR;153;IMBITUVA;3;domingo;Pleno dia;Participar de racha;Saída de leito carroçável;Nublado;Simples;"Reta;Declive";Sim;true
RJ;393;TRES RIOS;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
PR;158;PALMITAL;3;domingo;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;false
MT;174;COMODORO;3;domingo;Pleno dia;Acumulo de água sobre o pavimento;Colisão com objeto;Chuva;Simples;"Declive;Curva";Não;false
BA;242;CRISTOPOLIS;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
PR;277;MORRETES;3;domingo;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão com objeto;Chuva;Dupla;"Declive;Curva";Não;false
MG;262;BETIM;3;domingo;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
MG;116;GOVERNADOR VALADARES;3;domingo;Pleno dia;Ultrapassagem Indevida;Colisão lateral sentido oposto;Céu Claro;Simples;Curva;Não;false
PR;376;PONTA GROSSA;3;domingo;Anoitecer;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;"Reta;Aclive";Sim;false
PR;116;CAMPINA GRANDE DO SUL;3;domingo;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Chuva;Dupla;Curva;Não;false
CE;20;CANINDE;3;domingo;Plena Noite;Animais na Pista;Atropelamento de Animal;Chuva;Simples;Reta;Sim;false
BA;101;PRESIDENTE TANCREDO NEVES;3;domingo;Plena Noite;Mal súbito do condutor;Colisão frontal;Chuva;Simples;"Curva;Em Obras;Declive";Sim;false
RJ;40;PETROPOLIS;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Aclive;Não;false
PI;316;DEMERVAL LOBAO;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Tombamento;Nublado;Dupla;Reta;Sim;false
RJ;465;SEROPEDICA;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
RJ;101;ANGRA DOS REIS;3;domingo;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Dupla;Reta;Não;false
PR;376;GUARATUBA;3;domingo;Plena Noite;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;Curva;Não;false
SC;153;CONCORDIA;3;domingo;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Reta;Sim;false
MG;354;ITAMONTE;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
PE;408;PAUDALHO;3;domingo;Plena Noite;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Nublado;Dupla;Reta;Não;false
BA;349;SAO FELIX DO CORIBE;3;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;"Interseção de Vias;Reta";Não;false
PR;369;CORNELIO PROCOPIO;3;domingo;Plena Noite;Manobra de mudança de faixa;Colisão com objeto;Céu Claro;Dupla;Viaduto;Não;false
MG;40;ESMERALDAS;3;domingo;Plena Noite;Animais na Pista;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
BA;110;JEREMOABO;1;quarta-feira;Pleno dia;Velocidade Incompatível;Colisão traseira;Sol;Simples;Reta;Não;false
SP;116;GUARULHOS;3;domingo;Plena Noite;Redutor de velocidade em desacordo;Colisão traseira;Ignorado;Dupla;Reta;Sim;false
PR;116;QUITANDINHA;3;domingo;Plena Noite;Chuva;Colisão frontal;Chuva;Simples;Curva;Não;false
MT;364;RONDONOPOLIS;2;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim;false
PE;232;SERRA TALHADA;3;domingo;Plena Noite;Pista Escorregadia;Tombamento;Céu Claro;Simples;"Reta;Declive";Sim;false
SE;101;MARUIM;3;domingo;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Dupla;Reta;Não;false
SE;101;ESTANCIA;3;domingo;Pleno dia;Mal súbito do condutor;Eventos atípicos;Céu Claro;Dupla;Reta;Não;false
TO;10;PALMAS;3;domingo;Plena Noite;Ausência de reação do condutor;Tombamento;Céu Claro;Múltipla;Curva;Sim;false
RJ;493;SEROPEDICA;3;domingo;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
SC;101;PALHOCA;3;domingo;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Nublado;Dupla;Reta;Sim;false
SC;280;CORUPA;3;domingo;Plena Noite;Pista Escorregadia;Colisão frontal;Garoa/Chuvisco;Simples;"Curva;Declive";Não;true
PI;316;TERESINA;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Ignorado;Múltipla;Reta;Sim;false
PE;116;SALGUEIRO;3;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Nublado;Simples;Reta;Sim;false
SC;101;ICARA;3;domingo;Plena Noite;Chuva;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não;false
GO;60;ACREUNA;3;domingo;Pleno dia;Ingestão de álcool pelo condutor;Capotamento;Céu Claro;Dupla;Reta;Sim;false
ES;101;VIANA;3;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Céu Claro;Múltipla;Reta;Sim;false
PR;376;SAO JOSE DOS PINHAIS;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão traseira;Chuva;Dupla;Reta;Não;false
PR;277;SAO JOSE DOS PINHAIS;3;domingo;Plena Noite;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;"Reta;Declive";Não;false
MG;146;BANDEIRA DO SUL;3;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;"Declive;Curva";Não;true
PR;369;ROLANDIA;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Múltipla;Reta;Sim;false
AL;416;COLONIA LEOPOLDINA;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Colisão frontal;Nublado;Simples;Curva;Não;false
RO;319;PORTO VELHO;3;domingo;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Simples;Reta;Não;false
RJ;116;DUQUE DE CAXIAS;3;sábado;Plena Noite;Ausência de reação do condutor;Capotamento;Céu Claro;Dupla;Reta;Sim;false
PB;230;CAMPINA GRANDE;3;domingo;Plena Noite;Desvio temporário;Tombamento;Nublado;Simples;Reta;Não;false
PR;376;TIBAGI;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;"Reta;Desvio Temporário";Não;false
MT;70;PRIMAVERA DO LESTE;1;quinta-feira;Amanhecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Ignorado;Simples;Reta;Não;false
RJ;101;ANGRA DOS REIS;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
SP;116;MIRACATU;3;domingo;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Nublado;Dupla;"Curva;Aclive";Não;false
BA;116;VITORIA DA CONQUISTA;3;domingo;Plena Noite;Acostamento em desnível;Queda de ocupante de veículo;Céu Claro;Simples;Curva;Não;false
MS;463;DOURADOS;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Chuva;Simples;Rotatória;Não;true
MT;163;TERRA NOVA DO NORTE;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não;false
PA;163;ALTAMIRA;3;domingo;Pleno dia;Pista esburacada;Queda de ocupante de veículo;Céu Claro;Simples;"Reta;Aclive";Não;false
PR;277;IBEMA;3;domingo;Plena Noite;Animais na Pista;Capotamento;Céu Claro;Simples;Reta;Não;false
PA;230;ITAITUBA;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Tombamento;Nublado;Simples;Reta;Não;false
DF;70;BRASILIA;3;segunda-feira;Plena Noite;Ingestão de álcool pelo condutor;Queda de ocupante de veículo;Céu Claro;Múltipla;Reta;Sim;false
