uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
RJ;101;CAMPOS DOS GOYTACAZES;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Sim;false
MG;365;CLARO DOS POCOES;3;sábado;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;"Declive;Curva";Não;false
BA;116;MILAGRES;3;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
MS;163;BANDEIRANTES;3;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Retorno Regulamentado;Interseção de Vias;Reta";Sim;false
GO;158;PIRANHAS;3;sábado;Pleno dia;Condutor Dormindo;Colisão lateral sentido oposto;Céu Claro;Simples;Declive;Não;false
SC;480;CHAPECO;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Garoa/Chuvisco;Dupla;"Declive;Curva";Não;false
SC;282;PONTE SERRADA;3;sábado;Pleno dia;Acumulo de água sobre o pavimento;Colisão lateral sentido oposto;Chuva;Simples;"Reta;Aclive";Não;false
SC;282;DESCANSO;3;sábado;Pleno dia;Transitar na contramão;Colisão frontal;Nublado;Simples;"Curva;Declive";Não;true
GO;153;GOIANIA;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Declive;Sim;false
MG;381;ITAPEVA;3;sábado;Pleno dia;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Dupla;Curva;Não;false
PR;369;CAMBARA;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não;false
RJ;101;ITABORAI;3;sábado;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;"Curva;Aclive";Não;false
PE;116;SALGUEIRO;3;sábado;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Declive;Não;true
TO;10;APARECIDA DO RIO NEGRO;3;sábado;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Ignorado;Simples;"Curva;Declive";Não;false
CE;116;BREJO SANTO;3;sábado;Pleno dia;Pista esburacada;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Sim;false
ES;101;PEDRO CANARIO;3;sábado;Plena Noite;Velocidade Incompatível;Tombamento;Céu Claro;Simples;Curva;Não;false
SC;470;TROMBUDO CENTRAL;3;sábado;Plena Noite;Conversão proibida;Colisão frontal;Céu Claro;Simples;Interseção de Vias;Não;false
MG;40;ESMERALDAS;3;sábado;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
MT;163;SORRISO;3;sábado;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Nublado;Simples;Reta;Não;false
RJ;493;MAGE;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
GO;452;ITUMBIARA;3;sábado;Pleno dia;Acostamento em desnível;Saída de leito carroçável;Céu Claro;Simples;Aclive;Não;false
MT;174;CACERES;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Chuva;Simples;Reta;Não;false
CE;116;LIMOEIRO DO NORTE;3;sábado;Pleno dia;Curva acentuada;Tombamento;Céu Claro;Simples;Curva;Sim;false
BA;116;CANUDOS;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
BA;101;ITAMARAJU;3;sábado;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Nublado;Simples;"Declive;Curva";Não;false
PR;476;LAPA;3;sábado;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;false
SE;101;CRISTINAPOLIS;3;sábado;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;"Curva;Aclive";Não;false
GO;153;RIALMA;3;sábado;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não;false
PR;373;PONTA GROSSA;3;sábado;Plena Noite;Condutor Dormindo;Colisão com objeto;Nublado;Simples;"Reta;Aclive";Não;false
MG;116;SAO FRANCISCO DO GLORIA;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Céu Claro;Simples;"Curva;Declive";Não;false
RS;285;SANTA BARBARA DO SUL;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Aclive;Não;false
PI;343;TERESINA;3;domingo;Plena Noite;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Céu Claro;Simples;"Em Obras;Interseção de Vias";Sim;false
BA;101;ITABUNA;3;domingo;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não;false
SP;116;JACAREI;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
MG;40;SETE LAGOAS;3;domingo;Plena Noite;Carga excessiva e/ou mal acondicionada;Tombamento;Céu Claro;Múltipla;Curva;Sim;false
SC;280;TRES BARRAS;3;domingo;Amanhecer;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Simples;Reta;Não;false
SC;280;GUARAMIRIM;3;domingo;Amanhecer;Conversão proibida;Colisão transversal;Céu Claro;Dupla;Reta;Não;false
SP;153;GUAICARA;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não;false
PR;373;CHOPINZINHO;3;domingo;Amanhecer;Ingestão de álcool pelo condutor;Colisão frontal;Céu Claro;Simples;Curva;Não;true
MT;364;ALTO GARCAS;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não;false
BA;110;PAULO AFONSO;3;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Céu Claro;Simples;Reta;Não;false
SP;116;MIRACATU;3;domingo;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão traseira;Sol;Dupla;"Declive;Curva";Não;false
SC;101;PENHA;3;domingo;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Sol;Dupla;"Declive;Curva";Não;false
MT;163;RONDONOPOLIS;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Não;false
SC;282;PONTE SERRADA;3;domingo;Pleno dia;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Não;false
MG;40;PARAOPEBA;3;domingo;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Não;false
PR;376;ORTIGUEIRA;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Não;false
BA;324;FEIRA DE SANTANA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Sol;Dupla;"Reta;Rotatória;Viaduto";Sim;false
TO;153;NOVA ROSALANDIA;3;domingo;Pleno dia;Ausência de reação do condutor;Colisão traseira;Nublado;Dupla;Reta;Sim;false
RS;293;CAPAO DO LEAO;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;true
SC;280;SAO FRANCISCO DO SUL;3;domingo;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Nublado;Simples;Reta;Não;false
SC;280;MAFRA;3;sábado;Pleno dia;Condutor Dormindo;Colisão frontal;Céu Claro;Simples;Reta;Não;false
PE;408;CARPINA;3;domingo;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
RS;116;ELDORADO DO SUL;3;domingo;Plena Noite;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
GO;153;PIRACANJUBA;3;domingo;Pleno dia;Velocidade Incompatível;Capotamento;Céu Claro;Dupla;"Reta;Declive";Não;false
SC;282;SAO MIGUEL DO OESTE;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Céu Claro;Múltipla;Reta;Não;false
SP;116;ITAPECERICA DA SERRA;3;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Sim;false
SC;280;SAO BENTO DO SUL;3;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Não;false
BA;116;JAGUAQUARA;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Nublado;Simples;Reta;Não;false
SP;153;JACI;2;sábado;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;"Curva;Em Obras";Não;false
RJ;465;NOVA IGUACU;3;domingo;Plena Noite;Transitar no Acostamento;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
SC;101;BALNEARIO PICARRAS;3;domingo;Plena Noite;Estacionar ou parar em local proibido;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MS;267;NOVA ALVORADA DO SUL;3;domingo;Anoitecer;Carga excessiva e/ou mal acondicionada;Incêndio;Garoa/Chuvisco;Simples;Reta;Não;false
BA;101;CONCEICAO DO JACUIPE;3;domingo;Plena Noite;Acostamento em desnível;Tombamento;Céu Claro;Simples;Reta;Sim;false
MG;381;JOAO MONLEVADE;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;"Declive;Reta";Não;false
MA;222;ACAILANDIA;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
RS;285;LAGOA VERMELHA;3;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
CE;116;BARRO;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
MG;40;ITABIRITO;3;segunda-feira;Plena Noite;Ausência de reação do condutor;Tombamento;Nublado;Simples;"Curva;Declive";Sim;false
BA;407;SENHOR DO BONFIM;3;segunda-feira;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Aclive";Não;true
PR;376;GUARATUBA;3;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Não;false
BA;116;FEIRA DE SANTANA;3;segunda-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
SC;101;ICARA;3;segunda-feira;Amanhecer;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
PR;116;SAO JOSE DOS PINHAIS;3;segunda-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Nevoeiro/Neblina;Dupla;Reta;Sim;false
MT;163;LUCAS DO RIO VERDE;3;segunda-feira;Pleno dia;Ultrapassagem Indevida;Saída de leito carroçável;Nublado;Simples;Reta;Não;false
AC;317;CAPIXABA;3;domingo;Anoitecer;Ingestão de álcool pelo condutor;Colisão com objeto;Céu Claro;Dupla;"Reta;Rotatória";Sim;false
SC;116;SAO CRISTOVAO DO SUL;2;segunda-feira;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não;true
RS;153;CACAPAVA DO SUL;3;segunda-feira;Amanhecer;Objeto estático sobre o leito carroçável;Colisão traseira;Céu Claro;Simples;Reta;Não;false
PR;116;COLOMBO;2;terça-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
PE;232;MIRANDIBA;3;segunda-feira;Amanhecer;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;true
MS;158;APARECIDA DO TABOADO;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Chuva;Simples;Reta;Não;false
PB;230;CABEDELO;3;segunda-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Curva;Interseção de Vias";Sim;false
PI;343;TERESINA;3;segunda-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim;false
PE;232;GRAVATA;3;segunda-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Dupla;Curva;Não;false
ES;101;GUARAPARI;3;segunda-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Nublado;Dupla;Reta;Não;false
PR;277;PRUDENTOPOLIS;3;segunda-feira;Pleno dia;Ultrapassagem Indevida;Colisão traseira;Sol;Simples;Reta;Não;false
BA;116;BOA NOVA;3;domingo;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;"Reta;Aclive";Não;false
BA;101;MURITIBA;3;segunda-feira;Pleno dia;Frear bruscamente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
BA;116;NOVA ITARANA;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Reta;Não;false
RJ;101;SAO GONCALO;3;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
SC;470;RODEIO;3;quinta-feira;Plena Noite;Demais falhas na via;Tombamento;Céu Claro;Simples;"Declive;Curva";Não;false
RJ;101;ANGRA DOS REIS;3;segunda-feira;Pleno dia;Objeto estático sobre o leito carroçável;Colisão com objeto;Céu Claro;Simples;Reta;Não;false
RJ;116;SEROPEDICA;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
RS;116;BARRA DO RIBEIRO;3;segunda-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Garoa/Chuvisco;Dupla;Reta;Não;false
PI;343;TERESINA;3;segunda-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Chuva;Dupla;Curva;Sim;false
SC;101;SAO JOSE;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;true
PR;277;PARANAGUA;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;"Reta;Interseção de Vias;Rotatória";Sim;false
GO;153;SANTA TEREZA DE GOIAS;3;segunda-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Garoa/Chuvisco;Simples;Reta;Não;false
PR;277;DIAMANTE DO SUL;3;segunda-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;"Declive;Reta";Não;false
MG;381;GOVERNADOR VALADARES;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
MT;163;SORRISO;3;segunda-feira;Pleno dia;Ausência de reação do condutor;Engavetamento;Céu Claro;Dupla;Reta;Sim;false
MG;381;ESTIVA;3;segunda-feira;Pleno dia;Velocidade Incompatível;Colisão com objeto;Chuva;Dupla;"Declive;Curva";Não;false
PR;277;SAO JOSE DOS PINHAIS;3;segunda-feira;Pleno dia;Mal súbito do condutor;Colisão com objeto;Sol;Dupla;Reta;Não;false
SP;116;MIRACATU;3;segunda-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Dupla;"Curva;Declive";Não;false
BA;101;ITABUNA;3;segunda-feira;Plena Noite;Retorno proibido;Colisão traseira;Céu Claro;Simples;Reta;Não;false
RS;290;PORTO ALEGRE;3;segunda-feira;Anoitecer;Ausência de reação do condutor;Colisão lateral mesmo sentido;Chuva;Múltipla;Reta;Sim;false
MG;262;JUATUBA;3;segunda-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Múltipla;Reta;Sim;false
RS;290;PORTO ALEGRE;3;segunda-feira;Anoitecer;Demais Fenômenos da natureza;Tombamento;Chuva;Dupla;Ponte;Sim;false
MG;381;SAO SEBASTIAO DA BELA VISTA;3;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Não;false
RJ;40;DUQUE DE CAXIAS;3;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
BA;116;ENCRUZILHADA;3;segunda-feira;Plena Noite;Ausência de reação do condutor;Colisão lateral sentido oposto;Nublado;Simples;Reta;Não;false
PR;153;PORTO VITORIA;3;segunda-feira;Anoitecer;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Simples;Reta;Não;false
RO;364;JARU;3;segunda-feira;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias;Retorno Regulamentado";Não;false
SE;101;ESTANCIA;4;terça-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Curva;Não;false
MG;381;IGARAPE;4;terça-feira;Plena Noite;Velocidade Incompatível;Tombamento;Céu Claro;Dupla;"Declive;Reta";Não;true
PI;316;ELESBAO VELOSO;4;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
RJ;101;RIO BONITO;4;terça-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Céu Claro;Dupla;"Reta;Aclive";Não;false
MG;262;VERISSIMO;4;terça-feira;Plena Noite;Ingestão de substâncias psicoativas pelo condutor;Eventos atípicos;Céu Claro;Dupla;Retorno Regulamentado;Não;false
SP;116;TAUBATE;4;terça-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Nublado;Dupla;Reta;Não;false
MG;365;MONTE ALEGRE DE MINAS;4;terça-feira;Amanhecer;Condutor Dormindo;Colisão traseira;Nublado;Dupla;Reta;Não;false
RJ;116;RESENDE;3;segunda-feira;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Garoa/Chuvisco;Dupla;Curva;Sim;false
MT;158;BARRA DO GARCAS;4;terça-feira;Pleno dia;Entrada inopinada do pedestre;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Sim;false
SP;116;MIRACATU;4;terça-feira;Pleno dia;Mal súbito do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Curva;Declive";Não;false
ES;101;SERRA;4;terça-feira;Pleno dia;Acesso irregular;Colisão lateral mesmo sentido;Céu Claro;Simples;Curva;Não;false
BA;324;SIMOES FILHO;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Múltipla;Reta;Não;false
BA;324;SAO SEBASTIAO DO PASSE;4;terça-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Nublado;Dupla;Reta;Não;false
SC;101;SANGAO;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;"Aclive;Reta";Não;false
SP;116;GUARULHOS;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Múltipla;Declive;Sim;false
SP;116;CAJATI;4;terça-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Incêndio;Céu Claro;Dupla;Reta;Não;false
MT;163;SORRISO;4;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Interseção de Vias;Declive";Não;false
CE;222;CAUCAIA;4;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
BA;116;BREJOES;4;terça-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
MA;222;ARARI;4;terça-feira;Pleno dia;Manobra de mudança de faixa;Capotamento;Céu Claro;Simples;Reta;Não;false
BA;101;IBIRAPITANGA;3;segunda-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
SC;280;ARAQUARI;2;quarta-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Sim;false
GO;153;ANAPOLIS;4;terça-feira;Pleno dia;Sinalização mal posicionada;Colisão com objeto;Céu Claro;Dupla;Reta;Sim;false
RJ;493;MAGE;3;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Simples;Reta;Sim;false
MG;116;GOVERNADOR VALADARES;4;terça-feira;Pleno dia;Conversão proibida;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Sim;false
PI;343;TERESINA;4;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Curva;Em Obras";Sim;false
PR;277;PRUDENTOPOLIS;4;terça-feira;Pleno dia;Falta de acostamento;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
GO;20;POSSE;4;terça-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;"Reta;Aclive";Não;false
RS;158;SANTANA DO LIVRAMENTO;4;terça-feira;Pleno dia;Transtornos Mentais (exceto suicidio);Saída de leito carroçável;Nublado;Simples;Reta;Não;false
PR;116;QUITANDINHA;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Curva;Não;false
MG;50;UBERABA;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Aclive";Não;false
SP;116;ROSEIRA;4;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Dupla;Reta;Sim;false
BA;418;NOVA VICOSA;3;terça-feira;Amanhecer;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não;false
MG;365;PATROCINIO;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão frontal;Céu Claro;Dupla;Reta;Não;false
BA;349;CORRENTINA;3;sábado;Amanhecer;Demais falhas mecânicas ou elétricas;Incêndio;Nublado;Simples;"Declive;Curva";Não;false
MG;381;CAETE;4;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;"Reta;Declive";Não;false
PR;116;CAMPINA GRANDE DO SUL;4;terça-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Não;false
MA;135;SAO LUIS;4;terça-feira;Pleno dia;Pista Escorregadia;Colisão com objeto;Chuva;Dupla;Declive;Sim;false
CE;222;SOBRAL;4;terça-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Tombamento;Céu Claro;Simples;Curva;Não;false
CE;222;SOBRAL;1;terça-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Chuva;Simples;Reta;Sim;false
PR;116;QUITANDINHA;4;terça-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não;false
MT;364;JACIARA;4;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;"Declive;Reta";Não;true
RS;285;SAO LUIZ GONZAGA;4;terça-feira;Plena Noite;Velocidade Incompatível;Colisão traseira;Céu Claro;Simples;Reta;Não;false
SC;282;ALFREDO WAGNER;4;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Céu Claro;Simples;Curva;Sim;false
SC;282;LAGES;4;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão frontal;Nublado;Simples;Reta;Sim;false
SC;116;BOM RETIRO;4;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Aclive";Não;false
RS;470;SALVADOR DO SUL;4;terça-feira;Plena Noite;Transitar na contramão;Colisão frontal;Nevoeiro/Neblina;Simples;Reta;Não;false
SP;116;JUQUITIBA;4;terça-feira;Plena Noite;Mal súbito do condutor;Colisão traseira;Nublado;Dupla;"Reta;Aclive";Não;false
MG;365;UBERLANDIA;4;terça-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Céu Claro;Dupla;"Reta;Aclive";Não;true
PR;116;QUATRO BARRAS;4;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Não;false
RS;158;CONDOR;4;terça-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral sentido oposto;Céu Claro;Simples;Curva;Não;false
MG;262;CORREGO DANTA;4;terça-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Nublado;Simples;Curva;Não;false
PR;369;UBIRATA;4;quarta-feira;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Sim;true
MG;381;BETIM;4;quarta-feira;Plena Noite;Animais na Pista;Colisão com objeto;Nublado;Dupla;"Curva;Declive";Sim;false
PR;369;ANDIRA;4;quarta-feira;Plena Noite;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Curva;Não;false
BA;324;FEIRA DE SANTANA;3;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
RJ;493;MAGE;4;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão lateral sentido oposto;Nevoeiro/Neblina;Simples;Reta;Não;false
PE;232;CARUARU;4;quarta-feira;Amanhecer;Chuva;Colisão traseira;Nublado;Dupla;Reta;Sim;false
SP;116;MIRACATU;4;quarta-feira;Amanhecer;Condutor Dormindo;Tombamento;Ignorado;Dupla;Reta;Sim;false
SP;116;EMBU DAS ARTES;4;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
PR;369;CAMPO MOURAO;4;quarta-feira;Plena Noite;Velocidade Incompatível;Tombamento;Céu Claro;Simples;"Rotatória;Interseção de Vias";Não;false
MG;116;MANHUACU;4;quarta-feira;Amanhecer;Velocidade Incompatível;Tombamento;Nublado;Simples;Reta;Não;false
PE;232;JABOATAO DOS GUARARAPES;4;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Dupla;"Interseção de Vias;Reta";Sim;false
SP;116;PARIQUERA-ACU;4;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Nublado;Dupla;Curva;Não;false
PR;476;PAULA FREITAS;4;quarta-feira;Pleno dia;Pista esburacada;Colisão frontal;Céu Claro;Simples;Reta;Não;true
MG;40;RIBEIRAO DAS NEVES;4;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
RO;364;PORTO VELHO;4;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
DF;20;BRASILIA;4;quarta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Sol;Simples;Reta;Sim;false
ES;101;LINHARES;4;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
ES;101;IBIRACU;4;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Engavetamento;Céu Claro;Simples;"Em Obras;Reta";Não;false
