data_inversa;dia_semana;horario;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tipo_pista;tracado_via;uso_solo;mortos;acidente_fatal
2025-05-07;quarta-feira;07:50:00;PR;277;CURITIBA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Curva;Sim;0;false
2025-05-07;quarta-feira;08:00:00;RJ;101;MANGARATIBA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Interseção de Vias;Rotatória;Desvio Temporário";Não;0;false
2025-05-07;quarta-feira;09:22:00;DF;20;BRASILIA;Reação tardia ou ineficiente do condutor;Engavetamento;Sem Vítimas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;09:10:00;SP;116;SAO PAULO;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Aclive;Sim;0;false
2025-04-25;sexta-feira;18:45:00;SC;282;FLORIANOPOLIS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;Reta;Não;0;false
2025-05-07;quarta-feira;09:20:00;BA;101;CRUZ DAS ALMAS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Declive;Sim;0;false
2025-05-07;quarta-feira;09:30:00;MG;40;CONTAGEM;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;09:30:00;RJ;101;NITEROI;Manobra de mudança de faixa;Engavetamento;Com Vítimas Feridas;Pleno dia;Sol;Múltipla;Reta;Sim;0;false
2025-04-09;quarta-feira;16:00:00;SC;0;FLORIANOPOLIS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Nublado;Dupla;"Reta;Aclive";Sim;0;false
2025-04-14;segunda-feira;09:20:00;MT;163;SORRISO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;10:15:00;SC;101;IMBITUBA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Interseção de Vias;Sim;0;false
2025-04-20;domingo;08:40:00;GO;60;ABADIANIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;"Aclive;Curva";Não;1;true
2025-05-07;quarta-feira;07:10:00;BA;101;GANDU;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Nublado;Simples;"Reta;Aclive";Não;1;true
2025-05-07;quarta-feira;11:01:00;SP;116;MIRACATU;Mal súbito do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Retorno Regulamentado;Não;0;false
2025-05-02;sexta-feira;15:40:00;MS;158;PARANAIBA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Declive;Reta";Não;0;false
2025-03-21;sexta-feira;06:30:00;MA;135;SAO LUIS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;12:00:00;MG;40;PARAOPEBA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Declive;Reta";Não;0;false
2025-05-03;sábado;18:40:00;RO;364;ARIQUEMES;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;10:20:00;MG;116;MURIAE;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Sol;Simples;"Curva;Aclive";Não;0;false
2025-05-07;quarta-feira;12:45:00;MG;354;CAXAMBU;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;0;false
2025-05-07;quarta-feira;08:10:00;PR;369;CAMBARA;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;11:10:00;MA;226;BARRA DO CORDA;Manobra de mudança de faixa;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;12:36:00;SC;101;TUBARAO;Desrespeitar a preferência no cruzamento;Colisão transversal;Sem Vítimas;Pleno dia;Céu Claro;Múltipla;"Retorno Regulamentado;Viaduto";Sim;0;false
2025-05-07;quarta-feira;08:20:00;SC;280;CORUPA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;11:40:00;PI;230;FLORIANO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Reta;Aclive";Sim;0;false
2025-05-07;quarta-feira;13:20:00;RJ;116;SAO JOAO DE MERITI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;13:20:00;GO;60;ABADIA DE GOIAS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Reta;Aclive";Não;0;false
2025-05-07;quarta-feira;13:50:00;BA;324;SALVADOR;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Chuva;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;14:10:00;ES;101;SOORETAMA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;12:40:00;MS;163;MUNDO NOVO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;13:50:00;ES;101;VIANA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;14:00:00;DF;70;BRASILIA;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Sim;0;false
2025-05-07;quarta-feira;12:00:00;RJ;40;DUQUE DE CAXIAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-05;segunda-feira;03:40:00;BA;101;ITABUNA;Ingestão de álcool pelo condutor;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Ponte;Não;0;false
2025-05-07;quarta-feira;14:20:00;RJ;101;NITEROI;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;14:00:00;MS;158;CASSILANDIA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;15:07:00;PR;277;SAO MIGUEL DO IGUACU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Retorno Regulamentado;Interseção de Vias";Sim;0;false
2025-05-07;quarta-feira;15:15:00;SP;116;GUARULHOS;Desvio temporário;Tombamento;Com Vítimas Feridas;Pleno dia;Sol;Múltipla;"Reta;Em Obras";Sim;0;false
2025-05-07;quarta-feira;15:45:00;PB;230;SOUSA;Animais na Pista;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;11:20:00;RJ;40;DUQUE DE CAXIAS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;15:55:00;PR;376;SAO JOSE DOS PINHAIS;Condutor deixou de manter distância do veículo da frente;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;12:20:00;RJ;40;DUQUE DE CAXIAS;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;10:30:00;RO;364;JARU;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;16:00:00;TO;153;BARROLANDIA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;16:50:00;SC;101;BIGUACU;Acumulo de óleo sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Nublado;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;16:45:00;GO;60;ANAPOLIS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;17:00:00;PI;316;TERESINA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Céu Claro;Múltipla;"Reta;Declive";Não;0;false
2025-05-07;quarta-feira;17:00:00;ES;101;LINHARES;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;17:20:00;SP;153;SAO JOSE DO RIO PRETO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;17:15:00;RJ;40;DUQUE DE CAXIAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;17:50:00;BA;116;VITORIA DA CONQUISTA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;18:00:00;SP;116;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;17:50:00;MG;116;TEOFILO OTONI;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;"Interseção de Vias;Reta";Sim;0;false
2025-05-07;quarta-feira;18:00:00;RS;116;DOIS IRMAOS;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;"Reta;Rotatória";Sim;0;false
2025-05-07;quarta-feira;18:00:00;MG;40;CONSELHEIRO LAFAIETE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;16:00:00;PE;232;FLORES;Condutor Dormindo;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Curva;Declive";Não;0;false
2025-05-07;quarta-feira;17:45:00;PR;376;CAMBIRA;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;0;false
2025-05-07;quarta-feira;18:30:00;RS;158;CRUZ ALTA;Desrespeitar a preferência no cruzamento;Colisão transversal;Sem Vítimas;Plena Noite;Garoa/Chuvisco;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;18:20:00;SC;470;NAVEGANTES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;17:40:00;ES;101;SAO MATEUS;Transitar no Acostamento;Tombamento;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;16:30:00;ES;101;CARIACICA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;18:45:00;SC;282;PALHOCA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;18:10:00;GO;153;GOIANIA;Condutor deixou de manter distância do veículo da frente;Engavetamento;Sem Vítimas;Anoitecer;Chuva;Múltipla;"Reta;Declive";Sim;0;false
2025-05-07;quarta-feira;17:00:00;RJ;40;DUQUE DE CAXIAS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;07:10:00;MG;40;CONTAGEM;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Aclive;Curva";Sim;0;false
2025-05-07;quarta-feira;19:15:00;SP;116;GUARULHOS;Carga excessiva e/ou mal acondicionada;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;"Reta;Declive";Não;0;false
2025-05-07;quarta-feira;19:00:00;SP;101;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Curva;Sim;0;false
2025-05-07;quarta-feira;19:10:00;PR;277;CASCAVEL;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Reta;Aclive";Sim;0;false
2025-05-07;quarta-feira;15:20:00;MA;226;BARRA DO CORDA;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Reta;Aclive";Sim;0;false
2025-05-07;quarta-feira;18:40:00;PE;232;POMBOS;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;19:30:00;SC;282;FLORIANOPOLIS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão transversal;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;Reta;Não;0;false
2025-05-07;quarta-feira;19:10:00;PI;343;PARNAIBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-05-07;quarta-feira;18:50:00;SP;153;ICEM;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Nublado;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;17:30:00;SP;101;UBATUBA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Nublado;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;01:45:00;RO;435;COLORADO DO OESTE;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;18:50:00;SC;101;ICARA;Transitar na calçada;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Nublado;Múltipla;Reta;Sim;0;false
2025-05-07;quarta-feira;18:30:00;PR;116;CURITIBA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Nublado;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;17:40:00;MA;230;BARAO DE GRAJAU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;"Ponte;Reta";Sim;0;false
2025-05-07;quarta-feira;18:20:00;RS;470;BENTO GONCALVES;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Interseção de Vias;Não;0;false
2025-05-07;quarta-feira;15:50:00;PB;230;JOAO PESSOA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Curva;Declive";Não;0;false
2025-05-07;quarta-feira;19:30:00;PR;116;CURITIBA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;19:50:00;RJ;101;SAO GONCALO;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;18:43:00;MS;163;ITAQUIRAI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Declive;Não;0;false
2025-05-07;quarta-feira;18:40:00;BA;330;JEQUIE;Transitar na contramão;Colisão lateral sentido oposto;Sem Vítimas;Plena Noite;Chuva;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;20:30:00;PR;369;LONDRINA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;"Interseção de Vias;Aclive";Não;0;false
2025-05-07;quarta-feira;18:20:00;RJ;493;SEROPEDICA;Deficiência do Sistema de Iluminação/Sinalização;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Múltipla;Reta;Não;0;false
2025-05-07;quarta-feira;18:52:00;MT;163;ITIQUIRA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;19:00:00;PR;277;GUARAPUAVA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Reta;Ponte";Não;0;false
2025-05-07;quarta-feira;22:00:00;MG;381;SAO JOAQUIM DE BICAS;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Céu Claro;Dupla;Curva;Sim;0;false
2025-05-07;quarta-feira;22:27:00;RJ;116;NOVA IGUACU;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;14:55:00;MG;354;CAXAMBU;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Sol;Simples;Curva;Não;0;false
2025-05-07;quarta-feira;21:06:00;PE;423;GARANHUNS;Ingestão de álcool pelo condutor;Colisão frontal;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;16:15:00;MG;354;CAXAMBU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Sim;1;true
2025-05-07;quarta-feira;23:30:00;BA;101;CRUZ DAS ALMAS;Retorno proibido;Colisão transversal;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Aclive;Não;0;false
2025-05-07;quarta-feira;21:15:00;RO;421;ARIQUEMES;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;23:01:00;PE;232;GRAVATA;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;15:30:00;SC;282;RANCHO QUEIMADO;Frear bruscamente;Saída de leito carroçável;Sem Vítimas;Pleno dia;Nublado;Simples;Curva;Não;0;false
2025-05-08;quinta-feira;02:20:00;SP;116;GUARATINGUETA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-05-07;quarta-feira;12:00:00;RJ;101;SAO GONCALO;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Sol;Dupla;Reta;Sim;0;false
2025-05-07;quarta-feira;19:00:00;BA;324;FEIRA DE SANTANA;Pista esburacada;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Aclive;Sim;0;false
2025-05-08;quinta-feira;06:05:00;SP;153;SAO JOSE DO RIO PRETO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Céu Claro;Dupla;"Reta;Declive";Sim;0;false
2025-05-08;quinta-feira;05:30:00;MS;267;PORTO MURTINHO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Amanhecer;Céu Claro;Simples;Reta;Não;0;false
2025-05-08;quinta-feira;05:00:00;SC;101;ARAQUARI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Declive;Interseção de Vias;Viaduto;Curva";Não;0;false
2025-05-08;quinta-feira;05:30:00;BA;116;VITORIA DA CONQUISTA;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Céu Claro;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;20:00:00;RJ;101;TANGUA;Conversão proibida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-05-08;quinta-feira;06:12:00;SC;282;CAMPOS NOVOS;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Amanhecer;Nublado;Simples;Reta;Não;0;false
2025-05-07;quarta-feira;18:18:00;SC;470;INDAIAL;Condutor usando celular;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Reta;Sim;0;false
2025-05-08;quinta-feira;06:55:00;RS;386;ESTRELA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;"Em Obras;Desvio Temporário";Não;0;false
2025-05-08;quinta-feira;07:45:00;MG;381;CONTAGEM;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;Reta;Não;1;true
2025-05-08;quinta-feira;07:02:00;RN;101;SAO GONCALO DO AMARANTE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Sim;0;false
2025-05-08;quinta-feira;07:40:00;RJ;101;PARATY;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-08;quinta-feira;07:00:00;BA;324;SALVADOR;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Nublado;Múltipla;Reta;Sim;0;false
2025-05-08;quinta-feira;07:40:00;PB;230;JOAO PESSOA;Transitar no Acostamento;Tombamento;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;Reta;Sim;0;false
2025-05-08;quinta-feira;07:40:00;RJ;101;RIO BONITO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-08;quinta-feira;07:50:00;GO;153;ANAPOLIS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Aclive";Sim;0;false
2025-05-08;quinta-feira;07:40:00;RJ;101;SAO GONCALO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-08;quinta-feira;08:25:00;SC;101;SAO JOSE;Trafegar com motocicleta (ou similar) entre as faixas;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-05-08;quinta-feira;08:32:00;TO;153;DUERE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-08;quinta-feira;08:00:00;PR;369;LONDRINA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-08;quinta-feira;08:00:00;PE;101;RECIFE;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Sol;Dupla;"Reta;Aclive";Não;0;false
2025-05-08;quinta-feira;07:50:00;MG;40;SANTOS DUMONT;Velocidade Incompatível;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-05-05;segunda-feira;00:30:00;RJ;101;SAO GONCALO;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Curva;Não;0;false
2025-05-08;quinta-feira;07:30:00;BA;101;MUCURI;Acesso irregular;Colisão transversal;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Reta;Sim;0;false
2025-05-08;quinta-feira;07:45:00;PE;232;JABOATAO DOS GUARARAPES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-05-08;quinta-feira;08:50:00;SC;470;BLUMENAU;Trafegar com motocicleta (ou similar) entre as faixas;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Em Obras;Sim;0;false
2025-04-26;sábado;23:00:00;MS;463;DOURADOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Chuva;Dupla;"Aclive;Reta";Sim;0;false
2025-05-08;quinta-feira;09:30:00;SC;101;FLORIANOPOLIS;Mal súbito do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-05-08;quinta-feira;06:30:00;MG;381;BETIM;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-03-22;sábado;16:10:00;GO;414;ABADIANIA;Manobra de mudança de faixa;Colisão frontal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-05-08;quinta-feira;09:15:00;MS;163;JARAGUARI;Acessar a via sem observar a presença dos outros veículos;Tombamento;Com Vítimas Feridas;Pleno dia;Sol;Simples;"Reta;Aclive";Não;0;false
2025-05-08;quinta-feira;09:50:00;RS;285;SANTO ANTONIO DAS MISSOES;Demais falhas mecânicas ou elétricas;Tombamento;Sem Vítimas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-05-08;quinta-feira;08:46:00;RJ;101;NITEROI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-05-08;quinta-feira;10:30:00;GO;414;VILA PROPICIO;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Sol;Simples;Reta;Não;0;false
