data_inversa;dia_semana;horario;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tipo_pista;tracado_via;uso_solo;mortos;acidente_fatal
2025-08-28;quinta-feira;18:55:00;RS;153;TRES ARROIOS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-08-28;quinta-feira;17:25:00;RJ;101;ITABORAI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Anoitecer;Céu Claro;Dupla;Reta;Sim;1;true
2025-08-28;quinta-feira;15:40:00;MT;163;SINOP;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Sim;0;false
2025-08-28;quinta-feira;19:20:00;MS;60;CAMPO GRANDE;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Rotatória;Declive";Não;0;false
2025-08-28;quinta-feira;19:25:00;CE;116;MILAGRES;Reação tardia ou ineficiente do condutor;Colisão frontal;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;Reta;Não;1;true
2025-08-28;quinta-feira;20:40:00;PB;230;JOAO PESSOA;Estacionar ou parar em local proibido;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;0;false
2025-08-28;quinta-feira;17:10:00;BA;324;AMELIA RODRIGUES;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;Reta;Não;1;true
2025-08-28;quinta-feira;20:25:00;PB;230;JOAO PESSOA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Chuva;Dupla;Reta;Não;0;false
2025-05-12;segunda-feira;15:49:00;RO;364;VILHENA;Estacionar ou parar em local proibido;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Reta;Não;0;false
2025-08-28;quinta-feira;20:30:00;SC;101;GOVERNADOR CELSO RAMOS;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Nublado;Dupla;Reta;Não;0;false
