id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
742183;28/12/2025;domingo;15:30:00;RJ;393;297;BARRA MANSA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de Vias;Sim;2;0;1;0;1;0;1;2;-22,5599023;-44,118925;SPRF-RJ;DEL07-RJ;UOP02-DEL07-RJ
742187;28/12/2025;domingo;15:00:00;PR;163;292;MARECHAL CANDIDO RONDON;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Interseção de Vias";Não;8;0;3;0;5;0;3;2;-24,51597249;-54,11445586;SPRF-PR;DEL06-PR;UOP02-DEL06-PR
742188;28/12/2025;domingo;16:00:00;ES;101;392;RIO NOVO DO SUL;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1;0;1;0;0;0;1;1;-20,865053;-40,902391;SPRF-ES;DEL03-ES;UOP02-DEL03-ES
742189;28/12/2025;domingo;12:35:00;SC;116;236,3;CORREIA PINTO;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-27,72653867;-50,33639431;SPRF-SC;DEL05-SC;UOP01-DEL05-SC
742190;28/12/2025;domingo;16:45:00;SP;381;76;SAO PAULO;Pista Escorregadia;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-23,389808;-46,569808;SPRF-SP;DEL03-SP;UOP01-DEL03-SP
742191;28/12/2025;domingo;15:15:00;MT;364;208;RONDONOPOLIS;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;4;0;0;0;4;0;0;2;-16,43585295;-54,68344009;SPRF-MT;DEL02-MT;UOP01-DEL02-MT
742192;28/12/2025;domingo;15:47:00;MG;262;84;MATIPO;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;2;0;1;3;-20,33712;-42,395474;SPRF-MG;DEL03-MG;UOP03-DEL03-MG
742193;28/12/2025;domingo;14:50:00;RS;290;453,5;SAO GABRIEL;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Curva";Não;3;0;1;0;2;0;1;1;-30,2590672;-54,49802399;SPRF-RS;DEL11-RS;UOP02-DEL11-RS
742194;28/12/2025;domingo;17:35:00;RJ;101;308;SAO GONCALO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-22,79474997;-43,03271627;SPRF-RJ;DEL02-RJ;UOP02-DEL02-RJ
742195;28/12/2025;domingo;17:05:00;AL;104;67;MURICI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;"Declive;Reta";Não;5;0;4;1;0;0;5;1;-9,33298058;-35,89685521;SPRF-AL;DEL01-AL;UOP02-DEL01-AL
742196;28/12/2025;domingo;16:40:00;PR;116;60,8;CAMPINA GRANDE DO SUL;Acumulo de areia ou detritos sobre o pavimento;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;"Aclive;Curva";Não;5;0;1;0;4;0;1;1;-25,303045;-48,961835;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
742197;28/12/2025;domingo;16:40:00;SC;282;664,4;GUARACIABA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;4;0;1;0;3;0;1;2;-26,65762915;-53,60750763;SPRF-SC;DEL07-SC;UOP03-DEL07-SC
742198;28/12/2025;domingo;12:00:00;PR;272;386,9;ARARUNA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Reta;Não;1;0;0;0;0;1;0;1;-24,07371;-52,577952;SPRF-PR;DEL09-PR;UOP03-DEL09-PR
742199;28/12/2025;domingo;17:30:00;RJ;116;315;RESENDE;Ausência de reação do condutor;Engavetamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;5;0;0;0;5;0;0;5;-22,4635867;-44,48334217;SPRF-RJ;DEL07-RJ;UOP02-DEL07-RJ
742201;28/12/2025;domingo;18:00:00;PR;116;62;CAMPINA GRANDE DO SUL;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;"Retorno Regulamentado;Reta";Não;2;0;1;0;1;0;1;2;-25,29173268;-48,93422127;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
742202;28/12/2025;domingo;17:00:00;PR;376;231;APUCARANA;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;3;0;2;1;0;0;3;1;-23,56419365;-51,53052396;SPRF-PR;DEL07-PR;UOP03-DEL07-PR
742203;28/12/2025;domingo;16:00:00;SC;101;225;PALHOCA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-27,73363695;-48,6406788;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
742204;28/12/2025;domingo;09:45:00;BA;116;280;TUCANO;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;6;0;1;0;5;0;1;2;-11,009932;-38,814882;SPRF-BA;DEL07-BA;UOP02-DEL07-BA
742205;28/12/2025;domingo;17:50:00;GO;153;528;HIDROLANDIA;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Não;2;0;1;1;0;0;2;1;-16,949213;-49,2477;SPRF-GO;DEL01-GO;UOP03-DEL01-GO
742206;28/12/2025;domingo;18:00:00;RJ;101;395;ITAGUAI;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Múltipla;Reta;Não;5;0;0;0;5;0;0;2;-22,87079766;-43,74584198;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
742207;28/12/2025;domingo;16:00:00;AC;364;126;RIO BRANCO;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Declive;Reta";Não;1;0;1;0;0;0;1;1;-10,01453107;-67,81116803;SPRF-AC;DEL01-AC;UOP01-DEL01-AC
742208;28/12/2025;domingo;14:30:00;MG;116;180,1;CARAI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;1;0;0;1;1;-17,083962;-41,485472;SPRF-MG;DEL11-MG;UOP01-DEL11-MG
742209;28/12/2025;domingo;12:00:00;PR;376;310;MAUA DA SERRA;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;2;0;1;1;0;0;2;1;-23,97835;-51,09539;SPRF-PR;DEL07-PR;UOP02-DEL07-PR
742210;28/12/2025;domingo;16:45:00;SC;101;137;BALNEARIO CAMBORIU;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;2;0;0;2;0;0;2;2;-27,02803614;-48,60503644;SPRF-SC;DEL04-SC;UOP03-DEL04-SC
742211;28/12/2025;domingo;18:30:00;SC;282;500;XANXERE;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;"Declive;Rotatória";Sim;3;0;3;0;0;0;3;1;-26,88070297;-52,35930157;SPRF-SC;DEL07-SC;UOP01-DEL07-SC
742212;28/12/2025;domingo;19:10:00;ES;101;18;SERRA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Curva;Retorno Regulamentado;Declive";Sim;2;0;1;1;0;0;2;1;-20,21789;-40,3374;SPRF-ES;DEL02-ES;UOP01-DEL02-ES
742213;28/12/2025;domingo;18:40:00;PE;428;186,3;PETROLINA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;2;0;0;2;2;2;-9,36233909;-40,48164574;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
742214;28/12/2025;domingo;11:05:00;RJ;101;58;CAMPOS DOS GOYTACAZES;Transitar no Acostamento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Interseção de Vias;Reta";Sim;2;0;1;0;0;1;1;2;-21,70796465;-41,30913019;SPRF-RJ;DEL08-RJ;UOP01-DEL08-RJ
742215;28/12/2025;domingo;19:00:00;PR;277;718;SANTA TEREZINHA DE ITAIPU;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;1;0;0;2;1;-25,46501534;-54,44887974;SPRF-PR;DEL05-PR;UOP03-DEL05-PR
742216;28/12/2025;domingo;19:45:00;RN;101;118;SAO JOSE DE MIPIBU;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-6,01862358;-35,25222715;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
742217;28/12/2025;domingo;09:00:00;MT;364;143;PEDRA PRETA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;5;0;0;0;4;1;0;2;-16,77680437;-54,23062116;SPRF-MT;DEL02-MT;UOP01-DEL02-MT
742220;28/12/2025;domingo;19:26:00;MA;402;40,7;MORROS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;"Declive;Reta;Interseção de Vias";Não;3;1;0;1;0;1;1;2;-2,852;-44,02754;SPRF-MA;DEL01-MA;UOP01-DEL01-MA
742221;28/12/2025;domingo;18:30:00;SP;116;85,9;PINDAMONHANGABA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-22,92525294;-45,35111475;SPRF-SP;DEL08-SP;UOP01-DEL08-SP
742222;28/12/2025;domingo;19:30:00;SC;101;336;TUBARAO;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Curva;Sim;2;0;1;0;0;1;1;1;-28,47951293;-49,03390137;SPRF-SC;DEL02-SC;UOP01-DEL02-SC
742223;28/12/2025;domingo;19:50:00;RN;101;125,1;SAO JOSE DE MIPIBU;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;"Aclive;Curva";Sim;5;1;0;0;4;0;0;2;-6,07379;-35,23389;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
742225;28/12/2025;domingo;19:45:00;PR;277;0,5;CURITIBA;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;6;0;0;1;5;0;1;3;-25,431456;-49,361701;SPRF-PR;DEL01-PR;UOP06-DEL01-PR
742228;28/12/2025;domingo;19:05:00;RJ;116;146;DUQUE DE CAXIAS;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-22,67199624;-43,27411652;SPRF-RJ;DEL01-RJ;UOP02-DEL01-RJ
742230;28/12/2025;domingo;18:00:00;SC;282;32;SANTO AMARO DA IMPERATRIZ;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-27,70077475;-48,79941193;SPRF-SC;DEL01-SC;UOP03-DEL01-SC
742231;28/12/2025;domingo;16:41:00;RO;429;19;PRESIDENTE MEDICI;Mal súbito do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Reta";Não;2;0;2;0;0;0;2;1;-11,20361543;-62,08561644;SPRF-RO;DEL02-RO;UOP03-DEL02-RO
742232;28/12/2025;domingo;20:20:00;GO;40;1;VALPARAISO DE GOIAS;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-16,05346075;-47,98204231;SPRF-DF;DEL01-DF;UOP01-DEL01-DF
742233;28/12/2025;domingo;21:00:00;RJ;116;202;QUEIMADOS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;1;-22,72800083;-43,58388516;SPRF-RJ;DEL06-RJ;UOP02-DEL06-RJ
742234;28/12/2025;domingo;19:30:00;BA;101;98;ALAGOINHAS;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-12,0842567;-38,3512444;SPRF-BA;DEL01-BA;UOP04-DEL01-BA
742238;28/12/2025;domingo;21:40:00;RN;101;98,9;PARNAMIRIM;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;2;0;1;2;-5,872408;-35,219645;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
742239;28/12/2025;domingo;21:50:00;ES;262;152,8;BREJETUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-20,2537625;-41,32168293;SPRF-ES;DEL01-ES;UOP02-DEL01-ES
742241;28/12/2025;domingo;21:30:00;MG;381;490,5;BETIM;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;1;-19,95661;-44,13806;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
742242;28/12/2025;domingo;17:19:00;MT;163;571,9;NOVA MUTUM;Problema na suspensão;Saída de leito carroçável;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-14,054;-56,097;SPRF-MT;DEL01-MT;UOP01-DEL01-MT
742244;28/12/2025;domingo;13:00:00;MA;316;613,4;TIMON;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Ignorado;Simples;Curva;Sim;1;0;0;0;1;0;0;1;-5,075522;-42,848391;SPRF-MA;DEL03-MA;UOP02-DEL03-MA
742245;28/12/2025;domingo;17:00:00;MG;116;491,7;INHAPIM;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;1;0;0;2;1;-19,492731;-42,128717;SPRF-MG;DEL06-MG;UOP02-DEL06-MG
742247;28/12/2025;domingo;21:30:00;RJ;116;140;MAGE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-22,61178788;-43,03167883;SPRF-RJ;DEL01-RJ;UOP02-DEL01-RJ
742249;28/12/2025;domingo;20:30:00;RJ;465;16;SEROPEDICA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-22,7147776;-43,7223424;SPRF-RJ;DEL06-RJ;UOP02-DEL06-RJ
742250;28/12/2025;domingo;22:35:00;PR;469;12;FOZ DO IGUACU;Sinalização mal posicionada;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Nublado;Simples;"Em Obras;Reta;Desvio Temporário";Sim;1;0;0;0;1;0;0;1;-25,57821439;-54,54119682;SPRF-PR;DEL05-PR;UOP04-DEL05-PR
742251;28/12/2025;domingo;20:40:00;RS;101;5;MAQUINE;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Decrescente;Chuva;Simples;"Rotatória;Retorno Regulamentado;Interseção de Vias";Não;5;0;0;0;5;0;0;2;-29,70403529;-50,19599374;SPRF-RS;DEL03-RS;UOP01-DEL03-RS
742252;28/12/2025;domingo;22:20:00;MS;163;477,6;CAMPO GRANDE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Sim;4;0;2;0;2;0;2;2;-20,49993;-54,558716;SPRF-MS;DEL01-MS;UOP01-DEL01-MS
742253;28/12/2025;domingo;22:45:00;RJ;101;470;ANGRA DOS REIS;Deixar de acionar o farol da motocicleta (ou similar);Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;2;0;1;0;2;2;-22,99833797;-44,22795586;SPRF-RJ;DEL03-RJ;UOP03-DEL03-RJ
742254;28/12/2025;domingo;20:20:00;MG;40;139,6;JOAO PINHEIRO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;0;2;0;0;1;-17,738431;-46,204618;SPRF-MG;DEL14-MG;UOP01-DEL14-MG
742255;28/12/2025;domingo;20:50:00;BA;116;15,5;VITORIA DA CONQUISTA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Retorno Regulamentado;Sim;2;0;1;0;1;0;1;2;-14,90248771;-40,84442139;SPRF-BA;DEL08-BA;UOP01-DEL08-BA
742256;28/12/2025;domingo;18:20:00;PI;230;195;OEIRAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;0;1;2;0;1;2;-7,000109;-42,114189;SPRF-PI;DEL04-PI;UOP01-DEL04-PI
742259;29/12/2025;segunda-feira;00:00:00;GO;80;40;PADRE BERNARDO;Ultrapassagem Indevida;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;6;0;6;0;0;0;6;2;-15,21794;-48,28072;SPRF-DF;DEL03-DF;UOP02-DEL03-DF
742260;28/12/2025;domingo;23:28:00;SC;101;42;PALHOCA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;1;-27,6598163;-48,7181651;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
742261;29/12/2025;segunda-feira;00:05:00;SP;116;123,3;CACAPAVA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Dupla;Declive;Sim;2;1;0;0;1;0;0;2;-23,08660492;-45,67003522;SPRF-SP;DEL02-SP;UOP02-DEL02-SP
742262;28/12/2025;domingo;21:30:00;PR;476;343;PAULA FREITAS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-26,18253431;-50,92478218;SPRF-PR;DEL02-PR;UOP03-DEL02-PR
742263;28/12/2025;domingo;20:50:00;SC;280;292,7;PORTO UNIAO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Simples;"Curva;Declive";Não;3;1;0;2;0;0;2;2;-26,2977;-50,9521;SPRF-SC;DEL06-SC;UOP04-DEL06-SC
742264;28/12/2025;domingo;23:40:00;CE;116;407,5;BAIXIO;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-6,715534;-38,805011;SPRF-CE;DEL05-CE;UOP01-DEL05-CE
742265;29/12/2025;segunda-feira;00:30:00;GO;60;211;VARJAO;Velocidade Incompatível;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Interseção de Vias;Não;1;0;0;0;1;0;0;1;-16,95251568;-49,68341296;SPRF-GO;DEL01-GO;UOP02-DEL01-GO
742266;28/12/2025;domingo;17:50:00;SC;101;40;JOINVILLE;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;0;1;1;2;-26,30923685;-48,87821674;SPRF-SC;DEL03-SC;UOP01-DEL03-SC
742269;29/12/2025;segunda-feira;02:20:00;MG;40;499,7;ESMERALDAS;Ingestão de álcool pelo condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-19,697858;-44,176284;SPRF-MG;DEL02-MG;UOP01-DEL02-MG
742270;29/12/2025;segunda-feira;02:20:00;SP;116;325;JUQUITIBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;2;0;1;0;1;0;1;2;-23,9393012;-47,06170356;SPRF-SP;DEL04-SP;UOP03-DEL04-SP
742272;29/12/2025;segunda-feira;02:20:00;SC;470;113;IBIRAMA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Curva;Não;2;0;1;1;0;0;2;1;-27,0936866;-49,46782462;SPRF-SC;DEL04-SC;UOP02-DEL04-SC
742273;29/12/2025;segunda-feira;01:00:00;MG;262;544,9;LUZ;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;"Curva;Declive";Não;1;0;1;0;0;0;1;1;-19,70782;-45,92122;SPRF-MG;DEL08-MG;UOP02-DEL08-MG
742274;29/12/2025;segunda-feira;02:20:00;SC;282;275;SAO JOSE DO CERRITO;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Chuva;Simples;"Declive;Curva";Não;1;0;0;0;0;1;0;1;-27,60294127;-50,72539743;SPRF-SC;DEL05-SC;UOP02-DEL05-SC
742275;29/12/2025;segunda-feira;01:52:00;MG;381;878;ESTIVA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;4;0;0;0;4;0;0;1;-22,44577865;-45,99306107;SPRF-MG;DEL16-MG;UOP01-DEL16-MG
742276;29/12/2025;segunda-feira;02:30:00;PR;469;12;FOZ DO IGUACU;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Chuva;Simples;"Reta;Em Obras";Sim;2;0;0;0;2;0;0;1;-25,57802084;-54,54143286;SPRF-PR;DEL05-PR;UOP04-DEL05-PR
742277;29/12/2025;segunda-feira;04:00:00;MG;40;645,8;CRISTIANO OTONI;Conversão proibida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;5;1;0;0;4;0;0;2;-20,78881853;-43,81144009;SPRF-MG;DEL05-MG;UOP02-DEL05-MG
742278;29/12/2025;segunda-feira;01:00:00;PE;101;156;RIBEIRAO;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Não;1;0;0;0;0;1;0;1;-8,5437183;-35,39036;SPRF-PE;DEL01-PE;UOP03-DEL01-PE
742279;29/12/2025;segunda-feira;03:00:00;ES;262;148,2;IBATIBA;Pista esburacada;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;"Declive;Curva";Não;1;0;1;0;0;0;1;1;-20,214575;-41,426832;SPRF-ES;DEL01-ES;UOP02-DEL01-ES
742280;29/12/2025;segunda-feira;04:27:00;BA;116;430;FEIRA DE SANTANA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;1;0;0;2;-12,2912193;-39,02061067;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
742281;29/12/2025;segunda-feira;01:45:00;PE;316;48,6;TRINDADE;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;2;1;0;0;0;1;0;2;-7,7221242;-40,31746865;SPRF-PE;DEL05-PE;UOP02-DEL05-PE
742283;28/12/2025;domingo;19:20:00;PR;163;217,5;CASCAVEL;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;"Declive;Curva";Não;1;0;0;0;0;1;0;1;-24,86892919;-53,5682572;SPRF-PR;DEL04-PR;UOP01-DEL04-PR
742284;29/12/2025;segunda-feira;05:00:00;RJ;101;297;ITABORAI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;1;-22,77052751;-42,92085383;SPRF-RJ;DEL02-RJ;UOP02-DEL02-RJ
742286;29/12/2025;segunda-feira;06:30:00;ES;101;161,2;LINHARES;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;2;0;0;2;2;-19,48686451;-40,12342483;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
742287;28/12/2025;domingo;22:10:00;MT;163;549;DIAMANTINO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-14,22426902;-56,09740376;SPRF-MT;DEL01-MT;UOP01-DEL01-MT
742291;29/12/2025;segunda-feira;06:50:00;ES;262;22,5;VIANA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Aclive";Não;1;0;1;0;0;0;1;1;-20,37496802;-40,51571285;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
742292;29/12/2025;segunda-feira;03:30:00;SC;470;157,2;TROMBUDO CENTRAL;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Curva;Não;5;0;1;4;0;0;5;2;-27,2837275;-49,8132983;SPRF-SC;DEL04-SC;UOP02-DEL04-SC
