id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop
763659;08/04/2026;quarta-feira;05:15:00;PR;163;172,5;LINDOESTE;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;1;0;1;0;1;0;0;1;-25,22305947;-53,5937799;SPRF-PR;DEL05/PR;UOP05-DEL05-PR
763663;08/04/2026;quarta-feira;05:50:00;PR;376;381,5;IMBAU;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;"Curva;Aclive";Sim;1;0;1;0;1;0;0;1;-24,450461;-50,758864;SPRF-PR;DEL03/PR;UOP02-DEL03-PR
763664;08/04/2026;quarta-feira;07:00:00;MG;40;511;RIBEIRAO DAS NEVES;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;0;1;0;1;-19,78334909;-44,11584584;SPRF-MG;DEL01/MG;UOP02-DEL01-MG
763667;08/04/2026;quarta-feira;07:00:00;PR;153;42,6;SANTO ANTONIO DA PLATINA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;2;0;2;0;2;0;0;2;-23,30151144;-50,07027475;SPRF-PR;DEL07/PR;UOP04-DEL07-PR
763669;08/04/2026;quarta-feira;07:10:00;BA;101;228;SAPEACU;Área urbana sem a presença de local apropriado para a travessia de pedestres;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Reta;Interseção de Vias";Sim;2;0;1;0;1;1;0;2;-12,7145764;-39,177835;SPRF-BA;DEL11/BA;UOP01-DEL11-BA
763671;08/04/2026;quarta-feira;07:40:00;SP;116;217;GUARULHOS;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;3;0;2;0;2;1;0;2;-23,457178;-46,47930098;SPRF-SP;DEL01/SP;UOP01-DEL01-SP
763672;08/04/2026;quarta-feira;08:05:00;PE;428;192,6;PETROLINA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;2;0;2;2;0;2;-9,38614229;-40,52337094;SPRF-PE;DEL06/PE;UOP01-DEL06-PE
763673;07/04/2026;terça-feira;20:00:00;RJ;116;182;NOVA IGUACU;Ausência de reação do condutor;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;2;0;0;0;0;2;0;2;-22,76156447;-43,42221586;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ
763677;08/04/2026;quarta-feira;06:40:00;ES;101;287;CARIACICA;Desrespeitar a preferência no cruzamento;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;0;2;-20,26857983;-40,38866458;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
763678;08/04/2026;quarta-feira;07:20:00;RJ;101;330;RIO DE JANEIRO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;"Reta;Ponte";Não;2;0;2;0;2;0;0;2;-22,8676;-43,1938;SPRF-RJ;DEL02/RJ;UOP01-DEL02-RJ
763679;23/03/2026;segunda-feira;08:20:00;DF;40;0;BRASILIA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-15,9826894;-47,98836426;SPRF-DF;DEL01-DF;UOP01-DEL01-DF
763680;08/04/2026;quarta-feira;07:50:00;GO;0;0;GOIANIA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Não Informado;Céu Claro;Simples;Interseção de Vias;Sim;3;0;1;0;1;2;0;2;-16,612133;-49,214485;SPRF-GO;DEL01/GO;UOP01-DEL01-GO
763681;08/04/2026;quarta-feira;07:20:00;RJ;101;61;CAMPOS DOS GOYTACAZES;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;2;0;2;0;2;0;0;2;-21,73183172;-41,32380843;SPRF-RJ;DEL08/RJ;UOP01-DEL08-RJ
763682;08/04/2026;quarta-feira;07:20:00;MG;381;488;BETIM;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;2;0;2;1;0;3;-19,95694663;-44,12546961;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
763683;08/04/2026;quarta-feira;06:30:00;RJ;40;125;RIO DE JANEIRO;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Amanhecer;Crescente;Sol;Dupla;Curva;Sim;2;0;2;0;2;0;0;2;-22,813161;-43,291235;SPRF-RJ;DEL01/RJ;UOP02-DEL01-RJ
763684;08/04/2026;quarta-feira;07:00:00;PR;369;159;CAMBE;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;1;0;0;1;-23,28194492;-51,25372823;SPRF-PR;DEL07/PR;UOP01-DEL07-PR
763685;08/04/2026;quarta-feira;07:54:00;PE;232;6,6;RECIFE;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Sim;2;0;2;0;2;0;0;2;-8,07242;-34,95704;SPRF-PE;DEL01/PE;UOP01-DEL01-PE
763686;08/04/2026;quarta-feira;08:10:00;MG;40;653,2;CRISTIANO OTONI;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;1;0;1;-20,8475626;-43,7983948;SPRF-MG;DEL05/MG;UOP02-DEL05-MG
763688;08/04/2026;quarta-feira;08:10:00;PR;376;379,5;IMBAU;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Aclive;Curva";Sim;1;0;1;0;1;0;0;1;-24,426495;-50,767692;SPRF-PR;DEL03/PR;UOP02-DEL03-PR
763689;08/04/2026;quarta-feira;08:00:00;PR;476;110;COLOMBO;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Curva";Sim;1;0;0;1;1;0;0;1;-25,315125;-49,15296;SPRF-PR;DEL01/PR;UOP01-DEL01-PR
763690;08/04/2026;quarta-feira;09:20:00;PR;116;116;CURITIBA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;1;0;2;-25,551679;-49,304896;SPRF-PR;DEL01/PR;UOP03-DEL01-PR
763691;08/04/2026;quarta-feira;07:15:00;RS;116;374,9;SENTINELA DO SUL;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Reta";Não;2;0;0;0;0;2;0;2;-30,722543;-51,6104;SPRF-RS;DEL02/RS;UOP02-DEL02-RS
763693;08/04/2026;quarta-feira;07:55:00;SC;101;424,9;ARARANGUA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;4;0;1;1;2;2;0;3;-29,02339329;-49,59530457;SPRF-SC;DEL02/SC;UOP02-DEL02-SC
763694;08/04/2026;quarta-feira;06:30:00;BA;101;787;PORTO SEGURO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Chuva;Simples;"Declive;Curva";Não;7;1;6;0;6;0;0;1;-16,866432;-39,499917;SPRF-BA;DEL09/BA;UOP01-DEL09-BA
763695;08/04/2026;quarta-feira;07:30:00;RS;470;225;GARIBALDI;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;2;0;1;0;1;1;0;2;-29,24291878;-51,51725141;SPRF-RS;DEL06/RS;UOP01-DEL06-RS
763696;08/04/2026;quarta-feira;06:53:00;RO;364;708;PORTO VELHO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;0;0;1;1;-8,791885;-63,847075;SPRF-RO;DEL01-RO;UOP01-DEL01-RO
763699;08/04/2026;quarta-feira;09:40:00;SP;116;141;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;1;0;1;0;1;0;0;1;-23,1675021;-45,81607668;SPRF-SP;DEL02/SP;UOP01-DEL02-SP
763700;08/04/2026;quarta-feira;09:25:00;RS;285;350,7;CARAZINHO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;4;0;2;0;2;2;0;3;-28,33633443;-52,8888461;SPRF-RS;DEL08/RS;UOP03-DEL08-RS
763703;08/04/2026;quarta-feira;10:30:00;ES;262;1;CARIACICA;Condutor usando celular;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;"Viaduto;Declive";Sim;3;0;1;0;1;2;0;2;-20,3285555;-40,35483811;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
763704;08/04/2026;quarta-feira;04:30:00;MG;365;812;SANTA VITORIA;Animais na Pista;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-18,88290389;-50,05422592;SPRF-MG;DEL15/MG;UOP03-DEL15-MG
763705;08/04/2026;quarta-feira;10:10:00;BA;367;60,6;PORTO SEGURO;Manobra de mudança de faixa;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;1;2;0;2;-16,390495;-39,38949;SPRF-BA;DEL09/BA;UOP03-DEL09-BA
763706;08/04/2026;quarta-feira;10:30:00;PR;376;402,7;TIBAGI;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Aclive;Reta";Não;2;0;1;0;1;1;0;2;-24,606085;-50,660593;SPRF-PR;DEL03/PR;UOP02-DEL03-PR
763707;08/04/2026;quarta-feira;11:35:00;PB;230;16,3;JOAO PESSOA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Aclive;Reta";Sim;3;0;2;0;2;0;0;2;-7,110013;-34,842967;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
763710;28/02/2026;sábado;06:04:00;SC;282;16,5;PALHOCA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Reta;Não;2;0;2;0;2;0;0;2;-27,658611;-48,681847;SPRF-SC;DEL01/SC;UOP02-DEL01-SC
763711;31/03/2026;terça-feira;09:30:00;RS;116;2;PORTO ALEGRE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;1;0;2;-29,98673285;-51,18140199;SPRF-RS;DEL01/RS;UOP01-DEL01-RS
763712;08/04/2026;quarta-feira;10:20:00;MA;10;253;IMPERATRIZ;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;0;0;0;1;0;1;-5,521478;-47,471795;SPRF-MA;DEL04-MA;UOP01-DEL04-MA
763713;08/04/2026;quarta-feira;10:02:00;MA;226;300;BARRA DO CORDA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Interseção de Vias;Reta";Sim;2;0;1;0;1;1;0;2;-5,49932329;-45,25325485;SPRF-MA;DEL06-MA;UOP01-DEL06-MA
763714;08/04/2026;quarta-feira;08:30:00;PE;232;70,2;GRAVATA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;5;0;0;0;0;5;0;2;-8,17776346;-35,48393011;SPRF-PE;DEL02/PE;UOP02-DEL02PE
763715;08/04/2026;quarta-feira;12:30:00;SC;101;2;GARUVA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;3;0;2;0;2;1;0;2;-25,998742;-48,878103;SPRF-SC;DEL03/SC;UOP01-DEL03-SC
763716;08/04/2026;quarta-feira;12:30:00;PI;402;34;PARNAIBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-2,935423;-41,74611;SPRF-PI;DEL05-PI;UOP01-DEL05-PI
763717;08/04/2026;quarta-feira;08:00:00;MG;116;507,7;UBAPORANGA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Aclive;Reta";Sim;3;0;1;0;1;2;0;2;-19,62689833;-42,106165;SPRF-MG;DEL06/MG;UOP02-DEL06-MG
763718;08/04/2026;quarta-feira;11:51:00;RO;364;254,7;CACOAL;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Em Obras";Não;2;1;0;0;0;0;0;2;-11,43606;-61,604638;SPRF-RO;DEL02-RO;UOP02-DEL02-RO
763719;08/04/2026;quarta-feira;11:55:00;RO;364;202,5;PIMENTA BUENO;Ausência de reação do condutor;Colisão transversal;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;"Reta;Interseção de Vias;Rotatória;Retorno Regulamentado";Sim;3;0;0;0;0;3;0;2;-11,6327635;-61,20331836;SPRF-RO;DEL02-RO;UOP02-DEL02-RO
763720;08/04/2026;quarta-feira;13:15:00;RJ;356;149;CAMPOS DOS GOYTACAZES;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Interseção de Vias;Rotatória";Sim;2;0;1;0;1;1;0;2;-21,765765;-41,277862;SPRF-RJ;DEL08/RJ;UOP02-DEL08-RJ
763721;31/03/2026;terça-feira;21:00:00;RJ;116;181;NOVA IGUACU;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;2;0;2;0;0;1;-22,76319932;-43,42027394;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ
763723;08/04/2026;quarta-feira;13:00:00;PR;376;170;MARINGA;Acumulo de água sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Interseção de Vias;Sim;1;0;1;0;1;0;0;1;-23,41066135;-51,98689699;SPRF-PR;DEL09/PR;UOP01-DEL09-PR
763724;08/04/2026;quarta-feira;13:34:00;RN;101;100;NATAL;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-5,879122;-35,224903;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
763725;08/04/2026;quarta-feira;11:18:00;SP;116;276;EMBU DAS ARTES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-23,62061992;-46,81167126;SPRF-SP;DEL04/SP;UOP01-DEL04-SP
763726;08/04/2026;quarta-feira;12:05:00;PA;230;116;MARABA;Reação tardia ou ineficiente do condutor;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;0;2;-5,35455751;-49,0924716;SPRF-PA;DEL03/PA;UOP01-DEL03-PA
763727;08/04/2026;quarta-feira;12:30:00;PR;116;117,7;CURITIBA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;"Declive;Viaduto;Curva";Não;1;0;1;0;1;0;0;1;-25,565305;-49,308716;SPRF-PR;DEL01/PR;UOP03-DEL01-PR
763729;08/04/2026;quarta-feira;13:00:00;RS;116;306;GUAIBA;Demais Fenômenos da natureza;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;1;0;0;1;-30,15558351;-51,37054384;SPRF-RS;DEL02/RS;UOP01-DEL02-RS
763730;08/04/2026;quarta-feira;13:10:00;SC;280;128,2;RIO NEGRINHO;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Declive";Sim;4;0;1;0;1;3;0;2;-26,243973;-49,51582;SPRF-SC;DEL06/SC;UOP03-DEL06-SC
763731;08/04/2026;quarta-feira;12:20:00;RS;116;245;SAO LEOPOLDO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Sim;2;0;1;0;1;0;0;2;-29,76150371;-51,15234224;SPRF-RS;DEL01/RS;UOP02-DEL01-RS
763733;25/03/2026;quarta-feira;00:10:00;SC;101;215,2;PALHOCA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-27,65195325;-48,67604645;SPRF-SC;DEL01/SC;UOP02-DEL01-SC
763736;08/04/2026;quarta-feira;13:50:00;MG;381;511;IGARAPE;Desrespeitar a preferência no cruzamento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;1;2;0;2;-20,06543663;-44,29486561;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
763737;08/04/2026;quarta-feira;13:45:00;SP;116;216;GUARULHOS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;1;0;0;1;-23,450498;-46,463334;SPRF-SP;DEL01/SP;UOP01-DEL01-SP
763738;08/04/2026;quarta-feira;13:40:00;RJ;116;172;RIO DE JANEIRO;Manobra de mudança de faixa;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;2;0;2;0;0;2;-22,80481459;-43,34526925;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ
763740;08/04/2026;quarta-feira;14:09:00;GO;153;125,5;GOIANAPOLIS;Mal súbito do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1;0;1;0;1;0;0;1;-16,537781;-49,149121;SPRF-GO;DEL07/GO;UOP01-DEL07-GO
763743;30/03/2026;segunda-feira;11:30:00;RO;174;16;VILHENA;Conversão proibida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;"Reta;Interseção de Vias";Sim;4;0;2;0;2;2;0;2;-12,72157808;-60,12769818;SPRF-RO;DEL04-RO;UOP01-DEL04-RO
763746;08/04/2026;quarta-feira;14:30:00;MG;116;275,4;TEOFILO OTONI;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-17,846025;-41,51549;SPRF-MG;DEL11/MG;UOP01-DEL11-MG
763750;08/04/2026;quarta-feira;14:40:00;SC;101;203;SAO JOSE;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-27,57005;-48,61393;SPRF-SC;DEL01/SC;UOP01-DEL01-SC
763752;08/04/2026;quarta-feira;13:20:00;PI;316;309,4;PICOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-7,077177;-41,47965;SPRF-PI;DEL04-PI;UOP01-DEL04-PI
763753;08/04/2026;quarta-feira;15:25:00;AL;316;156;PALMEIRA DOS INDIOS;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;2;0;1;0;1;1;0;2;-9,421158;-36,62333;SPRF-AL;DEL03-AL;UOP01-DEL03-AL
763756;08/04/2026;quarta-feira;15:40:00;PE;104;64;CARUARU;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;3;0;2;0;2;1;0;2;-8,2706286;-35,98053;SPRF-PE;DEL02/PE;UOP01-DEL02-PE
763757;08/04/2026;quarta-feira;14:30:00;BA;116;365;SERRINHA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;1;2;0;0;2;-11,67561992;-38,99613179;SPRF-BA;DEL02/BA;UOP01-DEL02-BA
763758;08/04/2026;quarta-feira;13:10:00;RJ;40;61,8;PETROPOLIS;Mal súbito do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;4;0;1;3;4;0;0;1;-22,40563274;-43,14365387;SPRF-RJ;DEL05/RJ;UOP02-DEL05-RJ
763760;08/04/2026;quarta-feira;08:10:00;AC;364;121;RIO BRANCO;Problema com o freio;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;2;0;2;0;0;2;-10,01182786;-67,77663231;SPRF-AC;DEL01-AC;UOP01-DEL01-AC
763761;08/04/2026;quarta-feira;15:10:00;SP;153;113,5;JOSE BONIFACIO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Aclive;Não;3;0;0;0;0;3;0;2;-21,11765;-49,68927;SPRF-SP;DEL09/SP;UOP01-DEL09-SP
763762;08/04/2026;quarta-feira;15:40:00;SP;116;149;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;1;0;2;-23,20935056;-45,88915698;SPRF-SP;DEL02/SP;UOP01-DEL02-SP
763763;08/04/2026;quarta-feira;15:50:00;GO;364;240;JATAI;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;2;0;1;0;1;1;0;1;-17,781742;-52,091288;SPRF-GO;DEL05/GO;UOP01-DEL05-GO
763764;08/04/2026;quarta-feira;14:50:00;MG;116;252,5;TEOFILO OTONI;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Declive";Não;1;0;0;1;1;0;0;1;-17,664803;-41,492535;SPRF-MG;DEL11/MG;UOP01-DEL11-MG
763770;08/04/2026;quarta-feira;15:40:00;MG;381;635,9;SANTO ANTONIO DO AMPARO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Curva;Aclive";Não;1;0;0;1;1;0;0;1;-20,86458647;-44,84117031;SPRF-MG;DEL04/MG;UOP01-DEL04-MG
763772;08/04/2026;quarta-feira;17:10:00;MG;381;502;BETIM;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Simples;Interseção de Vias;Sim;2;0;1;0;1;1;0;2;-20,02240201;-44,2292711;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
763773;08/04/2026;quarta-feira;15:20:00;RJ;40;117;DUQUE DE CAXIAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-22,69837461;-43,28983796;SPRF-RJ;DEL01/RJ;UOP02-DEL01-RJ
763774;08/04/2026;quarta-feira;16:30:00;ES;101;307,9;VIANA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Curva;Não;2;0;1;0;1;1;0;2;-20,40547478;-40,4571163;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
763776;01/04/2026;quarta-feira;18:15:00;AC;364;554;TARAUACA;Pista esburacada;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Ignorado;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-8,13118;-70,91436;SPRF-AC;DEL01-AC;UOP03-DEL01-AC
763780;08/04/2026;quarta-feira;15:32:00;RJ;101;327;NITEROI;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;4;0;2;0;2;2;0;2;-22,87956201;-43,11396637;SPRF-RJ;DEL02/RJ;UOP01-DEL02-RJ
763782;08/04/2026;quarta-feira;16:38:00;MT;70;521;VARZEA GRANDE;Retorno proibido;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-15,68357518;-56,1724484;SPRF-MT;DEL01/MT;UOP02-DEL01-MT
763783;08/04/2026;quarta-feira;17:15:00;RS;392;633,3;SETE DE SETEMBRO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Rotatória;Não;2;0;1;0;1;1;0;2;-28,15418572;-54,4677794;SPRF-RS;DEL10/RS;UOP01-DEL10-RS
763784;08/04/2026;quarta-feira;17:39:00;PE;101;50,6;ABREU E LIMA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;0;1;1;1;0;2;-7,91412402;-34,89931433;SPRF-PE;DEL01/PE;UOP02-DEL01-PE
763785;08/04/2026;quarta-feira;17:40:00;RJ;116;182;NOVA IGUACU;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-22,76286589;-43,42100501;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ
